train_number,train_name,station_code,station_name,average_delay_minutes,pct_right_time,pct_slight_delay,pct_significant_delay,pct_cancelled_unknown,scraped_at,source_url
11013,Coimbatore Express,SUR,SOLAPUR JN,51.0,20.0,63.33,16.67,0.0,2025-09-27T20:33:07.799482+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,DUD,DUDHANI,63.0,10.0,60.0,30.0,0.0,2025-09-27T20:33:09.609788+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,GUR,GANAGAPUR ROAD,67.0,6.67,56.67,36.67,0.0,2025-09-27T20:33:13.508656+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,KLBG,KALABURAGI JN,66.0,6.67,56.67,36.67,0.0,2025-09-27T20:33:17.273862+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,SDB,SHAHABAD,54.0,13.33,70.0,16.67,0.0,2025-09-27T20:33:19.009766+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,WADI,WADI,26.0,70.0,16.67,13.33,0.0,2025-09-27T20:33:22.827764+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,YG,YADGIR,31.0,60.0,26.67,13.33,0.0,2025-09-27T20:33:26.508795+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,KSN,KRISHNA,29.0,63.33,23.33,13.33,0.01,2025-09-27T20:33:28.119511+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,RC,RAICHUR,28.0,63.33,23.33,13.33,0.01,2025-09-27T20:33:29.645077+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,MALM,MANTHRALAYAM RD,31.0,60.0,26.67,13.33,0.0,2025-09-27T20:33:33.372427+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,AD,ADONI,36.0,43.33,43.33,13.33,0.01,2025-09-27T20:33:34.831111+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,GTL,GUNTAKAL JN,29.0,56.67,33.33,10.0,0.0,2025-09-27T20:33:36.207632+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,ATP,ANANTAPUR,28.0,56.67,33.33,10.0,0.0,2025-09-27T20:33:38.082673+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,DMM,DHARMAVARAM JN,18.0,83.33,6.67,10.0,0.0,2025-09-27T20:33:41.805228+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,SSPN,SAI P NILAYAM,,46.67,43.33,10.0,0.0,2025-09-27T20:33:44.153736+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,HUP,HINDUPUR,,36.67,50.0,13.33,0.0,2025-09-27T20:33:46.395293+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,GBD,GAURIBIDANUR,,36.67,53.33,10.0,0.0,2025-09-27T20:33:48.417634+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,BNC,BANGALORE CANT,30.0,26.67,63.33,10.0,0.0,2025-09-27T20:33:49.990194+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,SBC,KSR BANGALORE CY JN,14.0,83.33,10.0,6.67,0.0,2025-09-27T20:33:53.604813+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,HSRA,HOSUR,,10.0,70.0,20.0,0.0,2025-09-27T20:33:55.638034+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,DPJ,DHARMAPURI,61.0,3.33,53.33,43.33,0.01,2025-09-27T20:33:57.131012+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,SA,SALEM JN,,43.33,40.0,16.67,0.0,2025-09-27T20:33:59.069836+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,ED,ERODE JN,26.0,40.0,43.33,16.67,0.0,2025-09-27T20:34:00.681737+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,TUP,TIRUPPUR,31.0,23.33,63.33,13.33,0.01,2025-09-27T20:34:02.318597+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11013,Coimbatore Express,CBE,COIMBATORE JN,,86.67,13.33,0.0,0.0,2025-09-27T20:34:06.005552+00:00,https://etrain.info/train/Coimbatore-Express-11013/history?d=1y
11014,Coimbatore Express,CBE,COIMBATORE JN,1.0,100.0,0.0,0.0,0.0,2025-09-27T20:34:13.335633+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,TUP,TIRUPPUR,,83.33,16.67,0.0,0.0,2025-09-27T20:34:15.161739+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,ED,ERODE JN,9.0,93.33,6.67,0.0,0.0,2025-09-27T20:34:19.012517+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,SA,SALEM JN,14.0,83.33,13.33,3.33,0.01,2025-09-27T20:34:20.675411+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,DPJ,DHARMAPURI,23.0,43.33,53.33,3.33,0.01,2025-09-27T20:34:22.182465+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,HSRA,HOSUR,31.0,23.33,73.33,3.33,0.01,2025-09-27T20:34:24.103200+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,BNC,BANGALORE CANT,34.0,30.0,63.33,6.67,0.0,2025-09-27T20:34:27.990709+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,SBC,KSR BANGALORE CY JN,36.0,23.33,63.33,13.33,0.01,2025-09-27T20:34:29.895263+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,GBD,GAURIBIDANUR,50.0,3.33,76.67,20.0,0.0,2025-09-27T20:34:31.353297+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,HUP,HINDUPUR,40.0,16.67,70.0,13.33,0.0,2025-09-27T20:34:35.050105+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,SSPN,SAI P NILAYAM,24.0,60.0,33.33,6.67,0.0,2025-09-27T20:34:39.423116+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,DMM,DHARMAVARAM JN,,80.0,16.67,3.33,0.0,2025-09-27T20:34:42.081805+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,ATP,ANANTAPUR,19.0,70.0,26.67,3.33,0.0,2025-09-27T20:34:45.631411+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,GTL,GUNTAKAL JN,39.0,10.0,80.0,10.0,0.0,2025-09-27T20:34:47.159898+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,AD,ADONI,40.0,20.0,70.0,10.0,0.0,2025-09-27T20:34:48.816984+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,MALM,MANTHRALAYAM RD,32.0,43.33,50.0,6.67,0.0,2025-09-27T20:34:52.523906+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,RC,RAICHUR,,43.33,50.0,6.67,0.0,2025-09-27T20:34:54.421315+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,KSN,KRISHNA,45.0,16.67,16.67,6.67,59.99,2025-09-27T20:34:56.135549+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,YG,YADGIR,39.0,16.67,73.33,10.0,0.0,2025-09-27T20:34:57.703102+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,WADI,WADI,13.0,76.67,20.0,3.33,0.0,2025-09-27T20:35:01.116048+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,SDB,SHAHABAD,14.0,73.33,23.33,3.33,0.01,2025-09-27T20:35:02.946223+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,KLBG,KALABURAGI JN,19.0,66.67,30.0,3.33,0.0,2025-09-27T20:35:06.497387+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,GUR,GANAGAPUR ROAD,20.0,56.67,40.0,3.33,0.0,2025-09-27T20:35:10.061769+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,DUD,DUDHANI,,33.33,63.33,3.33,0.0,2025-09-27T20:35:12.377193+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,SUR,SOLAPUR JN,27.0,50.0,46.67,3.33,0.0,2025-09-27T20:35:16.100048+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,KWV,KURDUVADI,37.0,20.0,76.67,3.33,0.0,2025-09-27T20:35:20.051484+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,DD,DAUND JN,8.0,93.33,3.33,3.33,0.01,2025-09-27T20:35:21.792451+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,PUNE,PUNE JN,20.0,43.33,53.33,3.33,0.01,2025-09-27T20:35:23.547280+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,KYN,KALYAN JN,60.0,10.0,63.33,26.67,0.0,2025-09-27T20:35:25.285097+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,TNA,THANE,61.0,6.67,66.67,26.67,0.0,2025-09-27T20:35:29.022173+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11014,Coimbatore Express,LTT,LOKMANYATILAK T,44.0,56.67,16.67,26.67,0.0,2025-09-27T20:35:32.868920+00:00,https://etrain.info/train/Coimbatore-Express-11014/history?d=1y
11027,Mumbai Chennai Mail,DR,DADAR,1.0,100.0,0.0,0.0,0.0,2025-09-27T20:35:38.198835+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,TNA,THANE,3.0,100.0,0.0,0.0,0.0,2025-09-27T20:35:39.840864+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,KYN,KALYAN JN,14.0,61.54,38.46,0.0,0.0,2025-09-27T20:35:41.571024+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,LNL,LONAVALA,17.0,53.85,46.15,0.0,0.0,2025-09-27T20:35:43.053052+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,TGN,TALEGAON,20.0,30.77,69.23,0.0,0.0,2025-09-27T20:35:44.621739+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,CCH,CHINCHVAD,18.0,38.46,61.54,0.0,0.0,2025-09-27T20:35:46.180064+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,PUNE,PUNE JN,21.0,61.54,30.77,7.69,0.0,2025-09-27T20:35:49.815984+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,URI,URULI,28.0,15.38,76.92,7.69,0.01,2025-09-27T20:35:52.096274+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,KDG,KEDGAON,31.0,7.69,84.62,7.69,0.0,2025-09-27T20:35:55.707190+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,DD,DAUND JN,27.0,23.08,69.23,7.69,0.0,2025-09-27T20:35:59.525750+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,BGVN,BHIGWAN,29.0,15.38,76.92,7.69,0.01,2025-09-27T20:36:01.255375+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,JEUR,JEUR,41.0,0.0,84.62,15.38,0.0,2025-09-27T20:36:04.865755+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,KEM,KEM,44.0,0.0,84.62,15.38,0.0,2025-09-27T20:36:08.529036+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,KWV,KURDUVADI,46.0,0.0,84.62,15.38,0.0,2025-09-27T20:36:12.164301+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,PVR,PANDHARPUR,,23.08,69.23,7.69,0.0,2025-09-27T20:36:13.977715+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,SGLA,SANGOLA,35.0,7.69,76.92,15.38,0.01,2025-09-27T20:36:15.547593+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,MSDG,MHASODA DONGAR,34.0,15.38,69.23,15.38,0.01,2025-09-27T20:36:16.948698+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,JTRD,JATH ROAD,44.0,0.0,84.62,15.38,0.0,2025-09-27T20:36:20.569511+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,DLGN,DHALGAON,51.0,0.0,84.62,15.38,0.0,2025-09-27T20:36:24.328625+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,KVK,KAVATHE MAHANKL,55.0,0.0,76.92,23.08,0.0,2025-09-27T20:36:25.884206+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,MRJ,MIRAJ JN,12.0,76.92,23.08,0.0,0.0,2025-09-27T20:36:27.630555+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,SLI,SANGLI,16.0,69.23,30.77,0.0,0.0,2025-09-27T20:36:31.316756+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,BVQ,BHILAVDI,18.0,61.54,38.46,0.0,0.0,2025-09-27T20:36:32.940365+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,KOV,KIRLOSKARVADI,19.0,61.54,38.46,0.0,0.0,2025-09-27T20:36:34.687811+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,TKR,TAKARI,21.0,61.54,38.46,0.0,0.0,2025-09-27T20:36:36.358935+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,KRD,KARAD,26.0,46.15,46.15,7.69,0.01,2025-09-27T20:36:38.044587+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,MSR,MASUR,29.0,15.38,76.92,7.69,0.01,2025-09-27T20:36:39.752416+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,KRG,KOREGAON,38.0,0.0,84.62,15.38,0.0,2025-09-27T20:36:43.503567+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11027,Mumbai Chennai Mail,STR,SATARA,2.0,84.62,15.38,0.0,0.0,2025-09-27T20:36:47.282642+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11027/history?d=1y
11028,Mumbai Chennai Mail,STR,SATARA,0.0,100.0,0.0,0.0,0.0,2025-09-27T20:36:52.771157+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,KRG,KOREGAON,13.0,76.92,23.08,0.0,0.0,2025-09-27T20:36:54.529580+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,MSR,MASUR,21.0,30.77,69.23,0.0,0.0,2025-09-27T20:36:56.227999+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,KRD,KARAD,19.0,46.15,53.85,0.0,0.0,2025-09-27T20:36:57.898994+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,TKR,TAKARI,11.0,76.92,23.08,0.0,0.0,2025-09-27T20:36:59.597294+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,KOV,KIRLOSKARVADI,8.0,76.92,23.08,0.0,0.0,2025-09-27T20:37:01.052442+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,BVQ,BHILAVDI,7.0,76.92,23.08,0.0,0.0,2025-09-27T20:37:02.664172+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,SLI,SANGLI,6.0,92.31,7.69,0.0,0.0,2025-09-27T20:37:06.466559+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,MRJ,MIRAJ JN,,100.0,0.0,0.0,0.0,2025-09-27T20:37:08.336277+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,KVK,KAVATHE MAHANKL,8.0,100.0,0.0,0.0,0.0,2025-09-27T20:37:09.931147+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,DLGN,DHALGAON,,61.54,38.46,0.0,0.0,2025-09-27T20:37:12.109062+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,JTRD,JATH ROAD,20.0,30.77,69.23,0.0,0.0,2025-09-27T20:37:13.633581+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,MSDG,MHASODA DONGAR,,30.77,69.23,0.0,0.0,2025-09-27T20:37:15.793685+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,SGLA,SANGOLA,26.0,7.69,92.31,0.0,0.0,2025-09-27T20:37:17.289328+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,PVR,PANDHARPUR,5.0,100.0,0.0,0.0,0.0,2025-09-27T20:37:18.657068+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,KWV,KURDUVADI,33.0,23.08,76.92,0.0,0.0,2025-09-27T20:37:20.337262+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,KEM,KEM,26.0,38.46,61.54,0.0,0.0,2025-09-27T20:37:21.789232+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,JEUR,JEUR,30.0,30.77,69.23,0.0,0.0,2025-09-27T20:37:23.542899+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,BGVN,BHIGWAN,13.0,46.15,53.85,0.0,0.0,2025-09-27T20:37:24.939524+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,DD,DAUND JN,6.0,84.62,15.38,0.0,0.0,2025-09-27T20:37:28.608837+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,KDG,KEDGAON,10.0,76.92,23.08,0.0,0.0,2025-09-27T20:37:30.435250+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,URI,URULI,15.0,61.54,38.46,0.0,0.0,2025-09-27T20:37:32.232781+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,PUNE,PUNE JN,18.0,53.85,46.15,0.0,0.0,2025-09-27T20:37:33.916013+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,CCH,CHINCHVAD,,7.69,92.31,0.0,0.0,2025-09-27T20:37:35.853685+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,TGN,TALEGAON,29.0,7.69,92.31,0.0,0.0,2025-09-27T20:37:37.745705+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,LNL,LONAVALA,10.0,69.23,30.77,0.0,0.0,2025-09-27T20:37:41.258116+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,KYN,KALYAN JN,29.0,23.08,76.92,0.0,0.0,2025-09-27T20:37:42.979879+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,TNA,THANE,29.0,15.38,84.62,0.0,0.0,2025-09-27T20:37:44.720678+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
11028,Mumbai Chennai Mail,DR,DADAR,15.0,69.23,30.77,0.0,0.0,2025-09-27T20:37:48.480709+00:00,https://etrain.info/train/Mumbai-Chennai-Mail-11028/history?d=1y
12367,Vikramshila Express,BGP,BHAGALPUR,8.0,93.42,0.55,1.64,4.39,2025-09-27T20:37:53.231823+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,SGG,SULTANGANJ,12.0,81.64,11.78,1.37,5.21,2025-09-27T20:37:54.637549+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,BUP,BARIARPUR,11.0,85.75,7.67,1.37,5.21,2025-09-27T20:37:56.358949+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,JMP,JAMALPUR JN,16.0,65.21,28.22,1.37,5.2,2025-09-27T20:37:57.879358+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,DRH,DHARHARA,18.0,48.49,44.93,1.37,5.21,2025-09-27T20:37:59.625224+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,AHA,ABHAIPUR,18.0,52.6,40.82,1.37,5.21,2025-09-27T20:38:01.400550+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,KJH,KAJRA,20.0,44.66,48.77,1.37,5.2,2025-09-27T20:38:03.105541+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,KIUL,KIUL JN,14.0,79.18,13.97,2.47,4.38,2025-09-27T20:38:04.828439+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,LKR,LUCKEESARAI JN,,74.52,18.9,2.19,4.38,2025-09-27T20:38:07.742140+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,BRYA,BARHIYA,21.0,59.73,33.15,2.74,4.38,2025-09-27T20:38:09.549235+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,HTZ,HATHIDAH JN,24.0,43.84,48.77,3.01,4.38,2025-09-27T20:38:11.457999+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,MKA,MOKAMEH JN,30.0,21.92,69.86,3.84,4.38,2025-09-27T20:38:13.201382+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,BARH,BARH,38.0,7.4,83.29,4.93,4.38,2025-09-27T20:38:14.921262+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,BKP,BAKHTIYARPUR JN,41.0,6.85,81.37,7.4,4.38,2025-09-27T20:38:16.562237+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,KOO,KHUSROPUR,,3.29,81.92,10.41,4.38,2025-09-27T20:38:19.249459+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,FUT,FATUHA JN,48.0,2.47,79.18,13.97,4.38,2025-09-27T20:38:20.726062+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,PNC,PATNA SAHEB,48.0,3.29,76.99,15.34,4.38,2025-09-27T20:38:22.129625+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,PNBE,PATNA JN,38.0,18.08,67.95,9.59,4.38,2025-09-27T20:38:23.479758+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,ARA,ARA,55.0,4.11,68.49,23.01,4.39,2025-09-27T20:38:25.212021+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,BXR,BUXAR,65.0,2.74,59.73,33.15,4.38,2025-09-27T20:38:26.840257+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,DDU,PT DEEN DAYAL UPADHYAY JN,,54.52,25.21,15.89,4.38,2025-09-27T20:38:29.651516+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,PRYJ,PRAYAGRAJ JN,101.0,2.19,3.01,5.21,89.59,2025-09-27T20:38:31.440291+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,CNB,KANPUR CENTRAL,53.0,28.77,45.75,21.1,4.38,2025-09-27T20:38:32.745739+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12367,Vikramshila Express,ANVT,ANAND VIHAR TRM,37.0,71.51,6.85,17.26,4.38,2025-09-27T20:38:34.194890+00:00,https://etrain.info/train/Vikramshila-Express-12367/history?d=1y
12368,Vikramshila Express,ANVT,ANAND VIHAR TRM,,100.0,0.0,0.0,0.0,2025-09-27T20:38:39.658409+00:00,https://etrain.info/train/Vikramshila-Express-12368/history?d=1y
12368,Vikramshila Express,CNB,KANPUR CENTRAL,,16.67,60.0,23.33,0.0,2025-09-27T20:38:41.713201+00:00,https://etrain.info/train/Vikramshila-Express-12368/history?d=1y
12368,Vikramshila Express,DDU,PT DEEN DAYAL UPADHYAY JN,,63.33,23.33,13.33,0.0,2025-09-27T20:38:43.866283+00:00,https://etrain.info/train/Vikramshila-Express-12368/history?d=1y
12368,Vikramshila Express,BXR,BUXAR,30.0,56.67,23.33,20.0,0.0,2025-09-27T20:38:45.263452+00:00,https://etrain.info/train/Vikramshila-Express-12368/history?d=1y
